drug_id	cyp1a2_sub	cyp2c19_sub	cyp2c9_sub	cyp2d6_sub	cyp2e1_sub	cyp3a4_sub
Decitabine	0	0	0	0	0	0
Deflazacort	0	0	0	0	0	1
Dehydrogenated ticlopidine	0	0	0	0	0	0
Delamanid	0	0	0	0	0	1
Deltamethrin	0	1	0	0	0	0
Demegestone	0	0	0	0	0	1
Demethylcitalopram	0	0	0	0	0	0
Deprenyl	0	1	0	0	0	0
Desipramine	0	0	0	1	0	0
Desloratadine	0	0	0	0	0	0
Desmethyldiazepam	0	1	0	0	0	0
Desogestrel	0	1	1	0	0	0
Desonide	0	0	0	0	0	1
Desoxycorticosterone acetate	0	0	0	0	0	1
Desoxycorticosterone pivalate	0	0	0	0	0	1
Desvenlafaxine	0	0	0	0	0	1
Deutetrabenazine	1	0	0	1	0	1
Dexamethason	0	0	0	0	0	1
Dexamethasone isonicotinate	0	0	0	0	0	1
Dexfenfluramine	0	0	0	1	0	0
Dexmedetomidine	0	0	0	0	0	0
Dexniguldipine	0	0	0	0	0	1
Dextromethorphan	0	1	1	0	1	0
Diazepam	0	0	0	0	0	0
Diazinon	0	0	0	1	0	0
Dienogest	0	0	0	0	0	1
Diethyldithiocarbamate	0	0	0	0	0	0
Diethylstilbestrol	0	0	0	0	0	1
Difluocortolone	0	0	0	0	0	1
Difluprednate	0	0	0	0	0	1
Digoxin	0	0	0	0	0	0
Dihydro-alpha-ergocryptine	0	0	0	0	0	1
Dihydrocodeine	0	0	0	0	0	0
Dihydroergocornine	0	0	0	0	0	1
Dihydroergocristine	0	0	0	0	0	1
Dihydrokawain	0	0	0	0	0	0
Dihydrostreptomycin	0	0	0	0	0	1
Diltiazem	0	1	1	1	0	0
Dinoprostone	1	0	0	0	0	0
Diphenadione	0	0	0	0	0	1
Diphenhydramine	0	1	1	0	0	0
Dipotassium clorazepate	0	0	0	0	0	0
Diprafenone	0	0	0	1	0	0
Disopyramide	1	0	0	0	0	0
Disulfiram	0	0	0	0	1	1
Dofetilide	0	0	0	0	0	1
Donepezil	0	0	1	1	0	1
Dopamine	0	0	0	1	0	0
Doravirine	0	0	0	0	0	1
Dorzolamide	0	0	0	0	1	0
Dosulepin	0	0	0	1	0	0
Dotarizine	0	0	0	0	0	1
Doxazosin	0	1	1	1	0	1
Doxepin	0	1	1	0	0	1
Doxofylline	1	0	0	0	0	0
Doxycycline	0	0	0	0	0	1
Dronabinol	0	1	0	0	0	0
Drospirenone	0	0	0	0	0	1
Duloxetine	0	0	1	0	0	1
Dutasteride	0	0	0	0	0	1
Duvelisib	0	0	0	0	0	1
Dydrogesterone	0	0	0	0	0	1
E-3810	0	1	0	0	0	0
E3179	0	0	1	0	0	1
ECABAPIDE (A PROKINETIC AGENT)	0	0	0	0	0	1
ECTEINASCIDIN 743 (ET743, NSC648766; TRABECTEDIN)	0	0	0	0	0	1
EICOSAPENTAENOIC ACID (EPA)	0	1	1	0	0	0
ELETRIPTAN (ETT; RELPAX)	0	0	0	1	0	0
ELLIPTICINE	1	0	1	0	0	1
EMAMC	1	0	0	1	0	0
EMETINE	0	0	0	1	0	1
EMULGEN 911	0	0	0	0	0	1
EMULGEN 913	0	0	0	0	0	1
EPINASTINE	0	0	0	1	0	1
ERGOTAMINE (ET)	0	0	0	0	0	1
ERLOTINIB	0	0	0	0	0	1
ESTAZOLAM	0	0	0	0	0	1
ESTRADIOL (E2; 17BETA-ESTRADIOL)	0	1	0	0	0	0
ESTRADIOL 3-METHYL ETHER (ESTROGEN)	0	1	0	0	0	0
ESTRONE	1	0	0	0	0	0
ESTRONE (E(1))	0	0	0	0	1	0
ET-743 (TRABECTEDIN; YONDELIS)	0	1	1	1	1	0
ETHYL CARBAMATE (URETHANE)	0	0	0	0	1	0
ETHYLBENZENE	0	0	0	0	1	0
ETHYLENE DICHLORIDE (1,2-DICHLOROETHANE)	0	0	0	0	1	0
ETHYLMORPHINE (ETM; PHENANTHRENE DERIVATIVE)	0	0	0	0	0	1
ETIZOLAM	0	0	0	0	0	1
ETOPOSIDE	0	0	0	0	1	1
ETORICOXIB	0	0	0	0	0	1
EUGENOL	0	0	0	1	0	0
EZLOPITANT	0	0	0	0	0	1
Edetic acid	0	0	0	0	0	1
Efonidipine	0	0	0	0	0	1
Elagolix	0	0	0	1	0	0
Elbasvir	0	0	0	0	0	1
Eletriptan	0	1	0	0	0	0
Elexacaftor	0	0	0	0	0	1
Eltrombopag	1	0	0	0	0	0
Elvitegravir	0	0	0	0	0	1
Emopamil	0	0	0	0	0	1
Enalapril	0	0	0	0	0	0
Enasidenib	1	1	1	1	0	1
Enclomiphene	0	0	0	1	0	0
Encorafenib	0	1	0	1	0	1
Enfuvirtide	0	1	0	0	1	0
Entecavir	1	0	0	0	0	0
Entrectinib	0	0	0	0	0	1
Enzalutamide	0	0	1	0	0	1
Epanolol	0	0	0	1	0	0
Eperisone	0	0	0	0	0	1
Ephedrine	1	0	1	0	0	0
Epoprostenol	0	0	1	0	0	0
Epoxysiderol	0	0	0	0	0	0
Equilenin	0	0	0	0	0	1
Equilin	0	0	0	0	0	1
Equilin sulfate	0	0	0	0	0	1
Eravacycline	0	0	0	0	0	1
Erdafitinib	0	0	1	0	0	1
Ergometrine	0	0	0	0	0	1
Ergotamine	1	0	0	0	0	0
Erlotinib	1	0	0	1	0	0
Erythrodiol	0	0	0	0	0	0
Erythromycin	1	0	0	0	0	0
Esfenvalerate	0	1	1	0	0	1
Esmolol	0	0	0	1	0	0
Esomeprazole	0	0	0	0	0	1
Estradiol acetate	1	1	1	0	0	1
Estradiol benzoate	1	1	1	0	0	1
Estradiol cypionate	1	1	1	0	0	1
Estradiol dienanthate	1	1	1	0	0	1
Estradiol valerate	1	1	1	0	0	1
Estragole	1	0	0	0	0	0
Estramustine	0	0	0	0	0	1
Estrone sulfate	1	0	1	0	0	1
Etamiphylline	1	0	0	0	0	0
Ethinyl estradiol	0	0	0	0	0	0
Ethyl biscoumacetate	0	0	0	0	0	1
Ethylmorphine	0	0	0	1	0	0
Ethylphosphate	0	0	0	0	0	0
Ethynodiol diacetate	0	0	0	0	0	1
Etizolam	0	1	0	0	0	0
Etoricoxib	1	0	0	0	0	0
Etravirine	0	1	1	0	0	1
Etynodiol	0	0	0	0	0	1
Exemestane	0	0	0	0	0	1
Exenatide	0	0	0	0	0	0
Ezetimibe	0	0	0	0	0	0
Ezlopitant	0	0	0	1	0	0
FARNESOL (AN ENDOGENOUS 15-CARBON ISOPRENOL)	0	0	0	0	1	0
FELBAMATE (FBM)	0	0	0	0	1	1
FENOFIBRATE	0	0	0	0	0	1
FENPROPOREX	0	0	0	1	0	0
FIPRONIL (5-AMINO-1-[2,6-DICHLORO-4-(TRIFLUOROMETHYL)PHENYL]-4-[(TRIFLUOROMETHYL)SULFINYL]-1H-PYRAZOLE-3-CARBONITRILE)	0	1	0	0	0	1
FLOSEQUINAN ([(+/-)-7-FLUORO-1-METHYL-3-METHYLSULFINYL-4-QUINOLONE])	0	0	0	0	0	1
FLU-1	0	0	1	1	1	1
FLUNARIZINE	1	0	0	0	0	0
FLUNITRAZEPAM (FNTZ; A HYPNOTIC BENZODIAZEPINE)	0	0	1	0	0	1
FLUTICASONE PROPIONATE (FTP)	0	0	0	0	0	1
FLUVASTATIN ((+)-, (-)- AND (+/-)- FLUVASTATIN)	0	0	0	0	0	1
FURAMETPYR (A (14)C-LABELED FUNGICIDE; N-(1,3-DIHYDRO-1,1, 3-TRIMETHYLISOBENZOFURAN-4-YL)-5-CHLORO-1, 3-DIMETHYLPYRAZOLE-4-CARBOXAMIDE; LIMBER)	0	1	0	0	0	1
FURAN	0	0	0	0	1	0
Famciclovir	0	0	0	0	0	1
Famotidine	0	1	0	0	0	0
Fedratinib	0	0	0	0	0	1
Fendiline	0	0	0	0	0	1
Fenethylline	1	0	0	0	0	0
Fenofibric acid	0	0	0	0	0	0
Fesoterodine	0	0	0	1	0	1
Fexofenadine	0	0	0	0	0	1
Fingolimod	0	0	0	0	1	0
Flecainide	1	0	0	0	0	0
Flibanserin	0	1	0	0	0	1
Fluconazole	0	0	0	0	0	0
Flucytosine	0	0	0	0	0	0
Fludrocortisone	0	0	0	0	0	1
Fluindione	0	0	1	0	0	1
Flumethasone	0	0	0	0	0	1
Flunarizine	0	0	0	1	0	0
Flunisolide	0	0	0	0	0	1
Flunitrazepam	0	1	0	0	0	0
Fluocinolone acetonide	0	0	0	0	0	1
Fluocinonide	0	0	0	0	0	1
Fluocortolone	0	0	0	0	0	1
Fluorometholone	0	0	0	0	0	1
Fluorouracil	1	0	0	0	0	0
Fluoxetine	0	0	1	0	0	0
Fluperlapine	0	0	0	1	0	0
Fluphenazine	0	0	0	1	0	0
Fluprednidene	0	0	0	0	0	1
Fluprednisolone	0	0	0	0	0	1
Fluprednisolone acetate	0	0	0	0	0	1
Flurandrenolide	0	0	0	0	0	1
Flurazepam	0	0	0	0	0	1
Fluspirilene	0	0	0	0	0	1
Flutamide	0	1	0	0	0	0
Fluticasone	0	0	0	0	0	1
Fluticasone furoate	0	0	0	0	0	1
Fluvastatin	0	0	1	0	0	0
Fluvoxamine	0	0	0	0	0	0
Folic acid	0	0	0	0	1	0
Fomepizole	0	0	0	0	1	0
Formoterol	0	1	1	1	0	0
Fosamprenavir	0	0	1	0	0	1
Fosaprepitant	0	0	0	0	0	1
Fosinopril	0	0	0	0	0	0
Fosnetupitant	0	0	0	0	0	1
Fosphenytoin	0	1	1	0	0	1
Fostamatinib	0	0	0	0	0	1
Frovatriptan	1	0	0	0	0	0
Fulvestrant	0	0	0	0	0	0
Furosemide	0	0	0	0	0	0
Fusidic acid	0	0	0	1	0	1
GALANTAMINE	0	0	0	0	0	1
GANAXOLONE	0	0	0	0	0	1
GEFITINIB (IRESSA, ZD1839)	0	0	0	1	0	1
GEMFIBROZIL	0	0	0	0	0	1
GENISTEIN (4`,5,7-TRIHYDROXYISOFLAVONE)	0	0	0	0	1	0
GEPIRONE	0	0	0	1	0	1
GESTODENE	0	0	0	0	0	1
GLABRIDIN (HERBAL CONSTITUENT; A PHYTOESTROGEN)	0	0	0	0	0	1
GLIBENCLAMIDE	0	0	0	0	0	1
GTS-21	0	0	0	0	0	1
GTS-21 (DMXB; (E)-3-(2,4-DIMETHOXYBENZYLIDENE)-3,4,5,6-TETRAHYDRO--2,3`-BIPYRIDENE DIHYDROCHLORIDE)	0	0	0	0	1	0
GUANABENZ	1	0	0	0	0	0
GW420867X	1	0	0	0	0	0
Gabapentin	0	0	0	0	0	0
Galantamine	0	0	0	1	0	0
Gallopamil	0	0	0	0	0	1
Ganglioside GD2 (d18:1/22:0)	0	0	0	0	0	0
Ganglioside GQ1c (d18:1/12:0)	0	0	0	0	0	0
Ganglioside GT1b (d18:0/18:0)	0	0	0	0	0	0
Ganoderic acid XI	0	0	0	0	0	0
Gavestinel	0	0	1	0	0	0
Gentisic acid	0	0	0	0	0	0
Gestrinone	0	0	0	0	0	1
Gibberellin A66	0	0	0	0	0	0
Gilteritinib	0	0	0	0	0	1
Ginkgolide A	0	0	0	0	0	0
Ginkgolide B	0	0	0	0	0	0
Glasdegib	0	0	0	0	0	1
Glibenclamide	0	0	0	0	0	0
Glibornuride	0	0	1	0	0	0
Gliclazide	0	1	1	0	0	0
Glimepiride	0	0	1	0	0	0
Glipizide	0	0	1	0	0	1
Gliquidone	0	0	1	0	0	0
Glisoxepide	0	0	1	0	0	0
Glucosamine	0	1	0	0	1	0
Glyburide	0	0	1	0	0	0
Glycolaldehyde	0	0	0	0	0	0
Granisetron	0	0	0	0	0	0
Grazoprevir	0	0	0	0	0	1
Grepafloxacin	1	0	0	0	0	1
Griseofulvin	1	0	0	0	0	0
Guaiazulen	1	0	0	0	0	0
Guanfacine	0	1	0	0	0	1
Guanoxan	0	0	0	1	0	0
Gynocardin	0	0	0	0	0	0
H 259/31 (A SUBSTITUTED BENZIMIDAZOLE DEVELOPED AS A STRUCTURAL ANALOG OF OMEPRAZOLE)	0	1	1	0	0	1
HALOFANTRINE	0	0	0	0	0	1
HALOPERIDOL (HAL)	0	1	0	0	0	0
HALOPERIDOL, REDUCED (S,R)-, (S)- AND (R)-	0	0	0	0	0	1
HALOTHANE	0	0	0	1	0	1
HARMALINE	0	0	0	1	0	0
HE3286	0	0	0	0	0	1
HEXOBARBITAL	0	0	1	0	0	0
HYDROXY-ITRACONAZOLE (OHITZ)	0	0	0	0	0	1
HYDROXYNEFAZODONE (OH-NEF)	0	0	0	0	0	1
Halcinonide	0	0	0	0	0	1
Haloperidol	1	0	0	0	0	0
Heliantriol B1	0	0	0	0	0	0
Heliantriol B2	0	0	0	0	0	0
Hericenone C	0	0	0	0	0	0
Hexobarbital	0	1	0	0	0	0
Histamine	0	0	0	0	0	0
Hoduloside I	0	0	0	0	0	0
Hoduloside III	0	0	0	0	0	0
Hydralazine	0	0	0	0	0	0
Hydrochlorothiazide	0	0	0	0	0	0
Hydrocodone	0	1	0	0	0	1
Hydrocortisone aceponate	0	0	0	0	0	1
Hydrocortisone acetate	0	0	0	0	0	1
Hydrocortisone butyrate	0	0	0	0	0	1
Hydrocortisone cypionate	0	0	0	0	0	1
Hydrocortisone phosphate	0	0	0	0	0	1
Hydrocortisone probutate	0	0	0	0	0	1
Hydrocortisone succinate	0	0	0	0	0	1
Hydrocortisone valerate	0	0	0	0	0	1
Hydroquinone	0	0	0	0	0	1
Hydroxyamfetamine	0	0	0	0	0	0
Hydroxychloroquine	0	0	0	1	0	1
Hydroxyprogesterone	0	0	0	0	0	1
Hydroxyzine	0	0	0	0	0	1
Hypoxanthine	1	0	0	0	0	0
IBOGAINE	0	0	0	0	0	1
IBUPROFEN (PROPIONIC ACID DERIVATIVE)	0	1	0	0	0	0
IDARUBICIN	0	0	1	1	0	0
IFOSFAMIDE (R)-	0	0	0	0	0	1
IFOSPHAMIDE	0	0	1	0	0	0
ILOPERIDONE (BENZISOXAZOLE; [1-[4-[3-[4-(6-FLUORO-1, 2-BENZISOXAZOL-3-YL)-1-PIPERIDINYL]PROPOXY]-3-METHOXYPHENYL]ETH ANONE, 1)	0	0	0	0	1	1
IMATINIB (STI571, GLIVEC)	0	0	0	0	0	1
IMIDACLOPRID (IMI; INSECTICIDE)	0	0	0	0	0	1
IMIDAFENACIN (4-(2-METHYL-1H-IMIDAZOL-1-YL)-2,2-DIPHENYLBUTANAMIDE; IM)	0	0	0	0	0	1
IMIPRAMINE (IMI)	0	0	0	0	0	1
IMIQUIMOD	1	0	0	0	0	1
IMRECOXIB	0	0	1	1	0	1
INDOLE	0	1	0	0	1	0
INDOLINE	0	0	0	0	0	1
INDOMETHACIN PHENETHYLAMIDE (2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-PHENETHYL-ACETAMIDE; LM-4108)	0	0	0	1	0	1
IPRIFLAVONE	0	0	0	0	0	1
ISOLIQUIRITIGENIN (2`,4`,4-TRIHYDROXYCHALCONE)	0	1	0	0	0	0
ISOPRENE	0	0	0	0	1	0
ISOSORBIDE DINITRATE	0	0	0	0	0	1
ISRADIPINE	0	0	0	0	0	1
IVERMECTIN (MACROCYCLIC LACTONE)	0	0	0	0	0	1
Ibandronate	0	0	0	0	0	0
Ibogaine	0	0	0	1	0	0
Ibrutinib	1	0	0	1	0	0
Icotinib	1	0	0	0	0	1
Idebenone	1	0	0	0	0	0
Idelalisib	0	0	0	0	0	1
Ifosfamide	0	1	0	0	0	0
Iloperidone	0	0	0	1	0	0
Imatinib	1	1	0	0	0	0
Imipramine	0	1	0	0	0	0
Imipramine oxide	1	0	0	0	0	1
Indacaterol	0	0	0	0	0	1
Indalpine	0	0	0	0	0	1
Indapamide	0	0	0	0	0	1
Indenolol	0	0	0	1	0	0
Indisulam	0	0	1	0	0	0
Indomethacin	0	0	1	0	0	0
Indoramin	0	0	0	1	0	0
Irbesartan	0	0	1	0	0	0
Isavuconazole	0	0	0	0	0	1
Isavuconazonium	0	0	0	0	0	1
Isoceanothic acid	0	0	0	0	0	0
Isoleucylproline	0	0	0	0	0	0
Isoniazid	0	0	0	0	1	0
Isosorbide mononitrate	0	0	0	0	0	1
Istradefylline	1	0	1	1	0	1
Ivabradine	0	0	0	0	0	1
Ivacaftor	0	0	0	0	0	1
Ivosidenib	0	0	0	0	0	1
Ixabepilone	0	0	0	0	0	1
Ixazomib	1	1	1	1	0	1
JANEX-1	1	0	0	0	0	0
Jasminoside A	0	0	0	0	0	0
KARENITECIN (A NOVEL COMPUTER-ENGINEERED, HIGHLY LIPOPHILIC CAMPTOTHECIN)	0	0	0	1	0	1
KETAMINE	0	0	1	0	0	1
KETO-ITRACONAZOLE (KETO-ITZ)	0	0	0	0	0	1
KETOBEMIDONE	0	0	0	0	0	1
KR-32570	1	0	0	0	0	0
KR-32570 (5-(2-METHOXY-5-CHLOROPHENYL)FURAN-2-YLCARBONYL)GUANIDINE)	0	0	0	0	0	1
KR_31543	0	0	1	0	0	0
Ketazolam	0	0	0	0	0	1
Ketobemidone	0	1	0	0	0	0
Ketoconazole	0	0	0	0	0	1
Ketoprofen	0	0	1	0	0	0
Ketorolac	0	0	1	0	0	0
L-754,394 (A FURANOPYRIDINE DERIVATIVE; N-[2(R)-HYDROXY-1(S)-INDANYL]-5-[2(S)-(1,1-DIMETHYLETHYLAMINOCARBONYL )-4- [(FURO[2,3-B]PYRIDIN-5-YL)METHYL]PIPERAZIN-1-YL]-4(S)-HYDROXY-2(R) - PHENYLMETHYLPENTANAMIDE)	0	0	0	0	0	1
L-775,606	0	0	0	0	0	1
LAQUINIMOD	0	0	0	0	0	1
LAURIC ACID (DODECANOIC ACID; DDA)	0	0	1	0	1	0
LEPETIT MDL 73005	0	0	0	0	0	1
LEVOMEPROMAZINE (METHOTRIMEPRAZINE)	0	0	0	1	0	0
LEVONORGESTREL (PROGESTAGEN)	0	0	0	0	0	1
LIDOCAINE (LIGNOCAINE; LID)	0	0	1	0	0	0
LILOPRISTONE	0	0	0	0	0	1
LIMONENE ENANTIOMERS	0	1	0	0	0	0
LINOLEIC ACID (POLYUNSATURATED FATTY ACIDS (PUFAS))	0	0	1	0	0	0
LISOFYLLINE (METHYLXANTHINE)	0	0	0	0	0	1
LISURIDE	0	0	0	1	0	1
LITHOCHOLIC ACID (LCA)	0	0	0	0	0	1
LONAFARNIB (SARASARTM)	0	0	0	0	0	1
LOPERAMIDE (LOP)	0	0	0	1	0	1
LORATADINE	0	0	0	0	0	1
LOSARTAN	0	0	0	0	0	1
LU 25-109 (ALVAMELINE; 5-(2-ETHYL-2H-TETRAZOL-5-YL)-1-METHYL-1,2,3,6-TETRAHYDROPYRIDINE)	0	0	0	1	0	0
LUMIRACOXIB	1	0	0	0	0	0
LUMIRACOXIB (PREXIGE)	0	1	1	0	0	0
LUZINDOLE	1	0	0	0	0	0
LY333531 ((S)-13[(DIMETHYLAMINO)METHYL]-10,11,14,15-TETRAHYDRO-4,9)	0	0	0	0	0	1
Labetalol	0	0	0	1	0	1
Lacidipine	0	0	0	0	0	1
Lacosamide	0	1	1	0	0	1
Lamotragine	0	0	0	0	0	0
Lamotrigine	0	0	0	0	0	0
Landiolol	0	0	0	1	0	0
Lansoprazole	0	1	1	0	0	1
Lapatinib	0	1	0	0	0	1
Larotrectinib	0	0	0	0	0	1
Lefamulin	0	0	0	0	0	1
Leflunomide	1	0	1	0	0	0
Lemborexant	0	0	0	0	0	1
Lenalidomide	0	0	0	0	0	0
Lenvatinib	0	0	0	0	0	1
Lesinurad	0	0	1	0	0	0
Letermovir	0	0	0	1	0	0
Letrozole	0	0	0	0	0	1
Leuprolide	0	0	0	0	0	1
Levacetylmethadol	0	0	1	0	0	0
Levetiracetam	0	0	0	0	0	0
Levobunolol	0	0	0	1	0	0
Levobupivacaine	1	0	0	0	0	0
Levocarnitine	0	0	0	0	1	0
Levodopa	0	0	0	1	0	0
Levomenthol	0	0	0	0	0	1
Levomilnacipran	0	1	0	0	0	1
Levonorgestrel	0	0	0	0	0	0
Levothyroxine	0	0	0	0	0	1
Lidocaine	0	0	0	1	0	0
Lidoflazine	0	0	0	0	0	1
Linagliptin	0	0	0	0	0	1
Linopirdine	0	0	0	0	0	1
Lisdexamfetamine	0	0	0	1	0	0
Lisinopril	0	0	0	0	0	0
Lobeglitazone	0	0	0	0	0	1
Lobucavir	1	0	0	0	0	0
Lofepramine	0	0	0	1	0	0
Lofexidine	1	1	0	1	0	0
Lomefloxacin	1	0	0	0	0	0
Lomerizine	0	0	0	0	0	1
Longamide	0	0	0	0	0	0
Lopinavir	0	0	0	1	0	0
Loratadine	0	1	1	0	0	0
Lorazepam	0	0	0	0	0	0
Lorcaserin	1	1	0	1	0	1
Lorlatinib	0	1	0	0	0	0
Lorpiprazole	0	0	0	1	0	1
Losartan	0	0	1	0	0	0
Loteprednol etabonate	0	0	0	0	0	1
Lovastatin	0	1	0	0	0	0
Lu_AA21004	0	1	0	0	0	0
Lumateperone	1	0	0	0	0	1
Lumefantrine	0	0	0	0	0	1
Lynestrenol	0	1	1	0	0	1
Lysergic acid diethylamide	0	0	0	1	0	1
M-CHLOROPHENYLPIPERAZINE (MCPP)	0	0	0	1	0	0
M100907 (MDL 100907)	0	0	0	1	0	1
M7	0	0	1	0	0	0
MAMC	1	0	0	0	0	0
MEDIFOXAMINE	0	0	0	0	0	1
MEDROXYPROGESTERONE ACETATE (MPA)	0	0	0	0	0	1
MEFLOQUINE	0	0	0	0	0	1
MELATONIN (MEL; THE PINEAL HORMONE)	0	1	0	0	0	0
MELOXICAM	0	0	0	0	0	1
MEPERIDINE	0	1	0	0	0	0
MESTRANOL	0	0	0	0	0	1
METHADONE	1	0	0	0	0	0
METHANDROSTENOLONE (METANDIENONE)	0	0	0	0	0	1
METHANOL (MEOH)	0	0	0	0	1	0
METHOXYCHLOR (1,1,1-TRICHLORO-2,2-BIS(4-METHOXYPHENYL)ETHANE; A STRUCTURAL ANALOG OF THE DDT PESTICIDE)	0	1	1	0	0	0
METHOXYFLURANE	1	0	0	1	0	1
METHOXYMORPHOLINYL DOXORUBICIN (MMDX; PNU 152243)	0	0	0	0	0	1
METHYL-N-PENTYLNITROSAMINE (MPN)	0	0	0	0	1	0
METHYLANISOLE	0	0	0	0	1	0
METHYLCHLORIDE	0	0	0	0	1	0
METHYLENE CHLORIDE (DICHLOROMETHANE; DCM)	0	0	0	0	1	0
METHYLEUGENOL	0	1	0	0	1	0
METHYLPREDNISOLONE (MP; A WIDELY USED GLUCOCORTICOID)	0	0	0	0	0	1
METOPROLOL	0	1	0	0	0	0
MEXAZOLAM	0	0	0	0	0	1
MEXILETINE	0	0	0	0	1	1
MIBEFRADIL	0	0	0	0	0	1
MICONAZOLE (MIC)	0	0	0	0	0	1
MIFEPRISTONE (RU486; AN 11BETA-SUBSTITUTED NOR-STEROID CONTAINING A 17ALPHA-1-PROPYNYL GROUP USED CLINICALLY AS AN ANTIPROGESTIN AGENT FOR MEDICAL ABORTIONS)	0	0	0	0	0	1
MILAMELINE	0	0	0	1	0	0
MIOCAMYCIN (MOM)	0	0	0	0	0	1
MIRODENAFIL	0	0	0	0	0	1
MIRTAZAPINE (MIR)	0	0	1	0	0	1
MK-0767 ([(+/-)-5-[(2,4-DIOXOTHIAZOLIDIN-5-YL)METHYL]-2-METHOXY-N-[[(4-TRIFLUOROMETHYL)PHENYL]METHYL]BENZAMIDE])	0	0	0	0	0	1
MK-0869 (A MORPHOLINE-BASED COMPOUND CONTAINING A TRIAZOLONE RING)	0	1	0	0	0	0
MMAMC	1	0	0	0	0	0
MMDL	0	0	0	1	0	0
MMPyrC	0	0	0	1	0	0
MOCLOBEMIDE (RO 11-1163)	0	0	1	0	0	0
MODAFINIL	0	0	0	0	0	1
MOP-13031	0	0	0	1	1	0
MORPHOLINO DOXORUBICIN (MORPHOLINYL DOXORUBICIN)	0	0	0	0	0	1
MOSAPRIDE	0	0	0	0	0	1
MPBP	0	0	0	1	0	0
MTBE	0	0	0	0	1	0
MYRISTICIN	1	0	0	0	0	1
Macimorelin	0	0	0	0	0	1
Macitentan	0	1	0	0	0	1
Mangiferic acid	0	0	0	0	0	0
Manidipine	0	0	0	0	0	1
MeAMFC	1	0	0	1	0	0
MeIQx	0	0	0	0	0	0
Meclizine	0	0	0	1	0	0
Medazepam	0	1	0	0	0	0
Medrogestone	0	0	0	0	0	1
Medroxyprogesterone	0	0	0	0	0	1
Medrysone	0	0	0	0	0	1
Mefenamic acid	0	0	1	0	0	0
Megestrol acetate	0	0	0	0	0	1
Melatonin	0	0	1	0	0	0
Melengestrol	0	0	0	0	0	1
Meloxicam	0	0	1	0	0	0
Menadione	1	0	0	0	1	0
Meperidine	0	0	0	1	0	0
Mephenytoin	0	0	0	1	0	0
Mephobarbital	0	1	0	0	0	0
Mepindolol	0	0	0	1	0	0
Meprednisone	0	0	0	0	0	1
Meprobamate	0	1	0	0	0	0
Mequitazine	0	0	0	1	0	0
Meropenem	0	0	0	0	0	0
Mesoridazine	1	0	0	1	0	0
Mestranol	0	0	1	0	0	0
Metahexamide	0	0	1	0	0	0
Methadone	0	0	1	1	0	0
Methamphetamine	0	0	0	1	0	0
Methaqualone	0	0	0	0	0	1
Methohexital	0	1	0	0	0	0
Methotrexate	0	0	0	0	0	1
Methoxyphenamine	0	0	0	1	0	0
Methsuximide	0	1	0	0	0	0
Methyl 7-[3-hydroxy-2-(4-hydroxy-4-methyloct-1-enyl)-5-oxocyclopentyl]heptanoate	0	0	0	1	0	1
Methyldopa (levorotatory)	1	0	0	1	0	0
Methylergometrine	0	0	0	0	0	1
Methylprednisolone	0	0	0	0	0	0
Methyprylon	0	0	0	1	0	0
Methysergide	0	0	0	0	0	1
Metipranolol	0	0	0	1	0	0
Metoclopramide	0	0	0	0	0	1
Metoprolol	0	0	0	0	0	1
Mexiletine	0	0	0	0	0	0
Mianserin	0	0	0	1	0	1
Mibefradil	1	0	0	0	0	0
Midecamycin	0	0	0	0	0	1
Midodrine	0	0	0	1	0	0
Midostaurin	0	0	0	0	0	1
Mirabegron	0	0	0	1	0	1
Mitoxantrone	0	0	0	0	1	0
Mometasone	0	0	0	0	0	1
Mometasone furoate	0	0	0	0	0	1
Monodemethylated mifepristone	0	0	0	0	0	1
Montelukast	0	0	0	0	0	0
Morphine	0	0	0	0	0	0
Moxifloxacin	0	0	0	0	0	0
Muraglitazar	1	0	0	0	0	0
Murocholic acid	0	0	0	0	0	0
Mycophenolate	0	0	0	0	0	0
Mycophenolate mofetil	0	0	0	0	0	1
N'-Nitrosoanabasine	0	0	0	0	0	1
N'-nitrosonornicotine	0	0	0	0	0	0
N,N-DIETHYL-M-TOLUAMIDE (DEET; THE INSECT REPELLENT)	0	0	0	0	1	1
N,N-dimethylformamide	0	0	0	0	1	0
N-(4-Methoxy-3-phenethoxyphenethyl)-N-propylpropan-1-amine	0	0	0	1	0	1
N-(HYDROXYMETHYL)-N-METHYLFORMAMIDE (HMMF)	0	0	0	0	1	0
N-Allyldecylamine	0	0	0	0	0	0
N-BENZODIOXAZOLYLBUTANAMINE (S,R)- (BDB)	0	0	0	0	0	1
N-DESMETHYLADINAZOLAM (NDMAD)	0	1	1	0	0	0
N-DESMETHYLCLOBAZAM (NCLB)	0	1	0	0	0	0
N-Desmethylclomipramine	1	1	0	1	0	1
N-Desmethyldiphenhydramine	1	1	1	1	0	0
N-Desmethylmianserin	0	0	0	1	0	1
N-ETHYL-3, 4-METHYLENEDIOXYAMPHETAMINE (EVE; MDEA; N-MDE)	0	0	0	1	0	0
N-ETHYL-N-(2-HYDROXYETHYL)PERFLUOROOCTANESULFONAMIDE (N-ETFOSE)	0	1	0	0	0	0
N-ETHYLAMPHETAMINE (NEA)	0	0	0	1	0	0
